课程名称,课程ID,课程学分,结业条件
习近平治国理政思想,2a6af298bd7a87c629b7f73c55f2c892,1,课后测试
坚持绿色发展 建设生态文明,adca8f82a69a0d4e78cbd45e63527182,1,课后测试
习近平全面深化改革的经济思想,012e656326ca1021c9bdddb3136a5210,1.5,课后测试
习近平关于法治建设的创新性观点,522def06f182742fd235f687804c6fa0,1,课后测试
习近平全面从严治党新思路,b4291927c6de68a77a587b486387bf1d,1,课后测试
习近平改革强军战略思想,a0676c60d03ed4e572a1597a0c5fb6d6,0.5,课后测试
习近平的外交新理念,62afffc36ec2a6eae82eccd580013271,1,课后测试
“十三五”时期的主要目标、重要任务与重大举措,e6659e1f6102b4d83a6e3072cb629685,1,课后测试
加强供给侧结构性改革，增强持续增长动力,1892c80fa51216a5fad9faba1fc2934e,1,课后测试
中国梦是当代中国发展的旗帜,6f92ca1b258ab16bd04d8010a8a8e1ce,1,课后测试
习近平全面建成小康社会的战略思想,28ed39c59d102826fe277b4ae0e07064,1,课后测试
如何让表达更科学,c6197a4038a8a5bd3f0646322ceefedf,1,课后测试
培训师如何hold住全场,019a3a74d46dba2e79ebeaa237cfe9f8,1.5,课后测试
声音影响力之科学发声技术,a4f541c4b4ec61d3ed8b690cc5c6c982,1.5,课后测试
声音影响力之嗓音保健技术,14794efa0dfde21024c56448b78b7f01,1,课后测试
内训课程设计的逻辑,acd89b77640386b604d9efef174b82a3,1,课后测试
有效内训课程的设计原则,24953af320e98bc628df33bff270ffe2,1,课后测试
内训课程教案的撰写技巧,58a5a936760533ba9711158f6079f76b,1.5,课后测试
内训课程教学设计的套路与方法,324e96eac6c6e450f099505cfcfebac7,1.5,课后测试
正确认识什么是微课,1be54ac2553d89f95bed0c4d5a6ea8d7,1.5,课后测试
微课程开发的基本流程及其应用举例,7a44bf0adc8227c8e6b9e944ab3d99c0,1.5,课后测试
“GPS-IE”绩效改进双导航模型在企业中的应用,c4b90c06c99737fd1a077cd335ec294a,2.5,课后测试
四个全面战略布局的重大意义,bfdeda5b362f6dfb0c069e213dfe5172,1,课程评估
“四个全面”战略布局的新思路新要求,959eaa492a9498eb3fa30d82e86cf527,1,课程评估
全面建成小康社会是国家战略的总要求,8da2f534fb311878f2644736e579cfca,1,课程评估
全面建成小康社会实现路径,ec0115c86dbfb04537d992e5fcf6b243,1,课程评估
全面深化改革的重大意义和战略布局,0897423523dc51001ad805086a7f3e4c,1,课程评估
全面深化改革的主要任务,3329f572a43192e443487623346ce0ff,1,课程评估
全面推进依法治国的重大任务,218772fdc12664bc3828a5810c97ce81,1,课程评估
全面依法治国的总体目标和战略构想,7afc7e85e786d4c61595e9148a336c23,1,课程评估
公众依法参与环境保护的路径与引导,291b2d42f7961783aa53756893711fba,1,课程评估
全面从严治党切入点：围绕人心向背持之以恒抓作风,88823d344d934bbabfbc6b6233df702b,1,课程评估
全面从严治党主动权：深入研究与科学把握从严,d51ff2cf25c3d95e73abc98ecf277dcf,1,课程评估
全面从严治党基本功：思想建党制度治党法治权钱,4dc8f2ba462d3116daf78e143c85a985,1,课程评估
全面从严治党重点：科学建设与从严管理干部队伍,53b056380046bfe0306a6e47a13dabc1,1,课程评估
全面从严治党着力点：坚定不移推进党风廉政建设和反腐败斗争,d8dfb4347d09aa3bd6b45e317ec85edb,1,课程评估
全面从严治党基本要求：全面从严重点突出手段现代,2cee9fc25e940090ebed4d3590fd9d91,1,课程评估
全面加强基层党组织建设,7cc8922ebfa6d7ca4c1e530406afbd45,1,课程评估
落实责任严肃责任追究,3174e2a02da1fea526ef61a62b231594,1,课程评估
把“三严三实”贯彻到管党治党的全过程,1e3592a5ba11ef62ac23171417afbb01,1,课程评估
如何践行“三严三实”,6a8daddff51641bc297f0fbcd48d437c,1,课程评估
“三严三实”贵在“三做三讲”,3659b8052741b0986d4e617f47d05864,1,课程评估
“三严三实”难在破除社会潜规则,5d2d848a6e519757de73fc4285b25773,1,课程评估
“三严三实”的时代背景和重大意义,377c2baa334c32a915d8d4944112e6b5,1,课程评估
以“三严三实”破除不正之风,ef3243ba3c7cc2a5b3ce41c7192bc5a4,1,课程评估
“三严三实”对中国官德文化的传承与创新,74373bbaa30fa451bc6d44f312c85aeb,1,课程评估
深入学习贯彻“三严三实”精神,410c4966bcfe56230b42aafda979d883,1,课程评估
四个全面重大战略布局的系统结构和特点,18cfed2dea69560edd733ff726f655f8,1,课程评估
如何做好招聘准备,449800dcad29d4f18061a091aa7cddc3,0.5,课程学习
如何设计面试问题,84fd088a806901f6e915f400d789535a,0.5,课程学习
如何运用行为面试法招聘,a4a4b45bf742c5160b79cff1128ed2ae,0.5,课程学习
如何做好面试后的工作,e109d27864822962a681633aabcee3e6,0.5,课程学习
如何打造卓越绩效管理体系,2acebe6aeec051b0749e8844ab65ccd7,0.5,课程学习
如何创建学习型组织（new）,3025681f3810a1fdd84d6e631ae1f5f0,1,课程评估
为什么要转变为学习型组织,795069c281cef40bb415bb4bca6354fd,0.5,课程评估
让知识在工作场所中传播,e380f7d23d0421a68383453bcc173db6,0.5,课程评估
学习型组织的领导者,b95d690e4fe9e55b31573c5785e00fe0,0.5,课程评估
学习十八大党章的重要意义,9d1e94d2fc06715f6f9e2f01a20ae65b,0.5,课程评估
科学发展观和党的指导思想的与时俱进,614366980fa876b805b1749f6df15e56,1,课程评估
十八大党章修改的主要内容,89bfb9980ffd5c0fcaa50427af95dee4,1,课程评估
党政领导颁布选拔任用工作条例解读（上）,c431841adcdc157a688ebe20db6f9bfb,1,课程评估
党政领导颁布选拔任用工作条例解读（下）,1ba206fc9fd676d4abee95d16b4ae967,1.5,课程评估
企业裁员或减员的误区及常见问题,c692fe9dfd473950170bc0b96229f799,1,课后测试
做好团队教练之如何辅导人才,9850a09bacc63892da5a9619921bb158,0.5,课程评估
做好团队教练之如何选拔人才,eb1ca886cc2fc89cbe1063d79baa6df8,1,课后测试
做好团队教练之如何历练人才,922e64f2a7cda7634ba543ae520a9b15,0.5,课程评估
企业内训师如何做到形神兼备,c14c670b63825f51c0fce1e211ec90de,0.5,课后测试
企业内训师的内容设计与讲授技巧,f4e36cf6c39f1710714544583195b195,1,课程评估
互联网时代企业培训如何转变,092802e73a8c6fd8710ee38763176690,1,课程评估
如何让培训产生绩效—行动学习入门,c87b610290ba0605e484b54c03e2ec7b,1.5,课程评估
企业裁员或减员的方案设计及安全防范,68cffc89331e9a79e935ad28d305e9e7,1,课后测试
团队的绩效管理,6e523729f59c03cb9361aff8d18ef4bf,1.5,课程评估
如何留住有价值的员工,aac731f101e1f450c1891549c2299072,0.5,课程评估
反腐败预算民主与国家治理现代化,416b43ae4742c9282e1bc13e76848092,1,课程评估
卖官鬻爵式腐败案例警示,7a6da17f3e1cb54f49fd5d7a5c234e55,1,课程评估
项目审批式腐败警示教育,f46b20935339d844acedade18a881818,1,课程评估
从党建的视角来看腐败的内涵与当前反腐败的复杂性,d677ed86aca7b1350ae0a040321531c5,1,课程评估
党的建设与党性修养是反腐败的治本之策,c8b882f66e0a41cbb0e520d922321db9,1,课程评估
用现代国家治理体系和体制改革解决不能腐的问题,dfbf02852ea7fe9dae9d476443e65892,1,课程评估
成功实施绩效管理的关键性因素解析,d96b70ce4ef62fa89755bb96cf32f689,1,课后测试
常见的绩效考核指标体系,d9071faaef0c7a7b578aa94909dce414,1,课程评估
如何建立绩效指标库和签订绩效合同,4ac62be32f56575c3acc57f54484ebb3,1,课后测试
绩效考核结果的运用策略,69c7bbaae86287bc4d56e589dbe27eaa,1,课程评估
如何确定绩效考核主体与考核对象,ea67ae523c36aa4c60b0cc1ee305b8bf,0.5,课程评估
如何确定最佳绩效考核周期,69432129411640c0db8a1ac2bc9fcc8c,1,课程评估
新《劳动合同法》之下的薪酬难点,2de08cfcf7bf3cc17a622aec6c4bb57d,0.5,课后测试
如何确定企业的薪酬水平,98484984993fa967f37566532e835173,1,课后测试
薪酬单元与薪酬结构,d51aaf87ca9b7cee44506badc795d9b5,2,课后测试
常见的工资管理模式,f1b99d469a82a2e603eece3790990a0c,1.5,课后测试
“问题员工”类型及离职成本分析（new）,f2a5ad2036c998e658af647416254840,0.5,课后测试
假期与工资福利制度制订（new）,ed72752bad431fed90b423f8edc1f99d,0.5,课后测试
员工解聘及辅导管理（new）,b7fab036d1c2f1c40c676043c1448f4c,0.5,课后测试
员工纪律管理（new）,3a6ced78b970f279b1f0837f277a6952,1,课后测试
员工沟通与承诺管理（new）,7d7babffa9ebdc0301b6d1e002b86b64,1,课后测试
员工关系基本管理（new）,2abf2f4b299de7653bc0194060844076,0.5,课后测试
培训常见的误区（new）,424788018d5e762fc17759400ac31401,0.5,课后测试
如何做好目标激励（new）,b1ab2ee3654bed19ec27f7f7d9969180,0.5,课程评估
内训师“七步成诗”技巧（new）,d49aed7e49b2496737540bf1dda3ffb5,1,课程评估
绩效考核推进与实施,039e90af6ade11877373a957bdae0c2e,1,课后测试
绩效考核结果的运用（new),cd9680199dd2e15bbb3c46bca6c5af0c,1,课后测试
如何使用好人才（new）,2b6b382f9cc1e2111f59b2fd2557165b,1,课程评估
如何激励知识员工（new）,fb1d8d0409c29ca879f07e4c37de22b8,1,课后测试
知识员工选拔技巧,757b0f1392efbe72349fe8f162b05b85,1,课后测试
企业招聘制度制订（new）,506180401cfe5e867e231aac9f75ecaf,1,课后测试
管理“问题员工”必备的技能（new）,803182f7b091e66dfb11089e41f2f34f,1,课后测试
人才盘点五大原则,039ae127ce8ceeeabdf3af2e72de156a,2,课后测试
企业劳动关系17问,2d7601f6746d763d76ad32683eb18270,3.5,课后测试
沙里淘金的艺术：如何做好招聘准备工作,af5f01541110a356d3b307c96c27fa02,1,课程评估
面试读心术：招聘面试的行为面试法,07d1ba20e8d78e7f296fdc97409e5fc6,1,课程评估
面试读心术：如何有效地设计面试问题,da136e88655314686f5074d3c07c7772,1,课程评估
请正确的人上车：面试后的重要工作,370972f63f681801ee0b38635f6d3780,1,课程评估
选人不是买彩票：认识招聘工作的重要性,389d203a63ce0fc4cb63dd69b39157dc,1,课程评估
管理利剑：打造卓越的绩效管理体系,e4cbae15990bb788035160d840040fb6,1,课程评估
创建学习型组织的步骤,4ab4f402c77be4b501d1e708ca8173de,0.5,课程评估
优秀企业学习型组织的成功实践,609bba891eae9ed736f9b2d0067705bf,1.5,课程评估
创建学习型组织的系统生态方法,0ad1c0b96ae4170aa86e50d37bc4545f,0.5,课程评估
何谓学习型组织,ef9a4a7b6e777a4c51f8377bb861f843,1.5,课程评估
建立学习型组织的四重功效,114f83b576096999e2ae90ae8b2939ad,1,课程评估
学习型组织在中国的现实意义,40a41cc48c678f02a3068738ed0fc122,0.5,课程评估
内训师的六种授课方法,d477bb930b0d3a84c2327fdf160b0656,2,课后测试
培训师进阶培养流程,328aa9ec38c0ee89fb6f7991f8404c1c,1,课程评估
企业知识管理实施,91712ab8e91efa0d1f8f93c97936ea35,2,课后测试
正确认识知识管理,ee1e4618dfb747e7f5410ef52e9b9661,2,课程评估
绩效管理体系实施要点,f11e37d9f50b964d225f3eaf9caedefb,1,课后测试
内训师如何做好培训需求分析,99dc6b7e57d434c1134beb8e70dcddf8,1,课后测试
内训师如何做好课程设计开发,5ea2ad21edbc692522b6dff40b15dec9,1.5,课后测试
内训师如何做好课程呈现,f23f315931c35b715e1f9aedb9407320,2,课后测试
内训师六项能力模型,e5400a8ca98ddb0fc6685583ac0959f6,2.5,课程评估
劳动合同解除、终止类争议处理技巧,41bf4a836507b38be3efc05e0d2b8922,1,课后测试
工时、加班类劳动争议处理技巧,235783c3c68afc9900847ddd6a4419fa,1,课程评估
劳动合同签订类劳动争议处理技巧,383c2da8981476e93c38ca691133d07c,1.5,课后测试
正确认识劳动争议,5cbfebd10d70e584f98b91247b4a9ad0,1,课程评估
假期、员工保护类劳动争议处理技巧,cacf6663aaadfb2a47cfa40e9e59a2e5,1,课程评估
考核制度制订,22c08f923a85f72b1e572c95d91aeca3,0.5,课程评估
奖惩制度制订,9567b6b5bf2f29a4c737ffc3a557f0a0,0.5,课程评估
人事交接与辞退制度制订,9d522fead4e726720ebb62da700a068e,0.5,课程评估
培训制度制订,74db3e9809f0ad921b259b239907f722,0.5,课程评估
工时制度设计与加班考勤制度制订,fbc43d2f66dbe84b3d9090f21c77e172,1,课后测试
企业规章制度的结构及要求,cae39c0726ae3e34a28e9a6d795e9832,0.5,课程评估
企业规章制度无效及原因分析,8e171598d157d01bce9749b781f941c7,1,课后测试
保密制度制订,ae3add620d4ee8a1ab8fa5711c76a0e3,0.5,课程评估
人力资源管理的核心,b92535827a11e5139e61503067c5586b,1.5,课程评估
如何留住优秀员工,0620e8198cb1c1d6883faa10479bfb92,2.5,课程评估
员工离职原因分析,9faf8cb8c32584e90606c19ab9059668,1,课程评估
管理者如何提升认知他人的能力,d91d2abc3f95b913e641290c99d448ea,2,课后测试
“问题型”员工心理疏导与谈话策略,21f4e7936e552b1f44a4f067199929db,2,课程评估
如何进行个人知识管理（下）,a379d219745605cba6d55da72823f4a6,2,课程评估
如何进行个人知识管理（上）,13b5c97858b9b9e7a5d1e4db2181e9ba,2,课程评估
如何当好首席知识官,0b26d93fcd2028b5ab14e6073e717263,1,课后测试
个人知识管理,cb856b768361e69ee7c9efce201c2dbf,2,课后测试
员工健康安全管理的制度化,252606bccff62c9109074ce39dd7705d,1,课程评估
员工关系管理基础认知,f24dddfff342fa67dc6be32d4bbde8b3,0.5,课后测试
员工关系管理的评估审核及员工满意度调查,66562b74660c53597ed9755ea1052ec2,1,课后测试
如何管理知识员工,7fd53312f6519a477beeaf233c606016,1.5,课后测试
知识员工的价值分析,c5b395b2896c529cbdf3ef02cb6339b3,1.5,课后测试
如何留住知识员工,189af1793810793908acb4973f8ded00,0.5,课程评估
如何管理“问题员工”,2a65d66c6fdb6e95f2c3b4492c7a8f67,1.5,课后测试
人才供应链建设基础认知,214cb65a618864ca1d27f743ee830d6a,1.5,课后测试
如何甄选人才,3584d21149746535e472829535ff51a5,1.5,课后测试
如何储备人才,63efc6c465e1569918fe74a30874e8b8,1,课后测试
人才测评的方法,f1efc7e37d57f1ea434c231e003a4923,2,课后测试
人才测评的标准,40bf26dc7bd00a6a44cf1ec175a5abff,2,课后测试
人才测评基础认知,040f4a151656965fd3ee96abbceb6443,2,课后测试
人才测评结果应用,bbe06e5126265f6f69fc862f781844ff,0.5,课后测试
企业文化与管理哲学,f4ba2ec1f3aecb4e0fea0d4367b73eb9,0.5,课程评估
招聘面试技巧,1426b4b28e269679a8f62068f3466d69,1,课程评估
培训规划与管理,0ee0e95da1923ea9e34dba5ab021d31b,1,课程评估
岗位胜任素质模型,db6e4bddcbe6b9bd422e8aea62e45566,1,课程评估
知识管理与学习型组织,13dd32b471fb0d0e7ec463a191dc8c63,1,课程评估
培训需求管理,38f0b854a60ed0ae115e52e8a31fa68c,2.5,课后测试
培训体系与课程体系的建立,bdd16cdb33294bbf965981bd2cd322f2,1.5,课后测试
培训师队伍的建设与管理,c9cc25d173bb80888b43349189811bbe,1,课后测试
企业常见的流程问题,51f7e85f52da6ad3a383986a81e7e8c2,1,课后测试
泳道流程图的绘制技巧,756def89526cd00542366fcfffde5c4a,1,课后测试
优秀流程应具备的基本条件,6c4caa675750e6ec18fbbc7f080f345d,1,课后测试
流程优化的必要性,503557b82f41a456fe921949f0afa103,1,课后测试
员工自我人际关系探索与认知,7a0fbf94c4baa672acfb69f5dca8185d,2,课程评估
员工冲突管理,fe2acc63dff7c31b0c5163bd91fddbf8,1,课程评估
主管识人术,84a3aed622a3b64743bbc80811f619b4,1,课程评估
如何避免员工人际关系误区,625e37143b746abdec71dfc9af979396,1,课后测试
如何平衡企业人际关系,da8fa4ee3011087e70dffbfba52ea341,1,课程评估
如何构建和谐的员工关系,a4deeafe279295d4f0b015e50af3cd23,1,课程评估
基于胜任素质的培训体系设计,49677fd0c53bfbde46678253af0186e7,1,课后测试
基于胜任素质的人才梯队建设与人才管理,90c2bd2d781f00847c746d6a8c002dc1,1,课程评估
胜任素质模型构建的方法,cdc58fb3319bdbd1e512fc4400e31637,2,课后测试
劳动合同的解除,fb9f703c8224c53319d5ec8983683783,2,课后测试
劳动合同终止,1668e1dbcd544c9bc0d0f559ed3386b0,0.5,课程评估
劳动合同的订立,f140e24a0f6ece6feafd1780603ffaef,1,课后测试
